Show_ID,Title,Type,Country,Release_Year,Rating
S3107,Ozark ,Movie,INDIA,0,Not Rated
S3108,Money Heist,Tv Show,GERMANY,0,PG
S3109,Friends ,Movie,GERMANY,2018,TV-MA
S3110,Money Heist ,Tv Show,USA,0,R
S3111,Squid Game,Movie,UNKNOWN,2019,TV-PG
S3112,Dark,Tv Show,SPAIN,0,Not Rated
S3113,Ozark ,Movie,SPAIN,2019,PG
S3114,Squid Game,Tv Show,INDIA,0,TV-MA
S3115,Lucifer,Movie,USA,2020,TV-MA
S3116,Stranger Things  ,Movie,SPAIN,2019,R
S3117,The Witcher ,Tv Show,GERMANY,2019,TV-14
S3118,Lucifer,Tv Show,SPAIN,0,TV-MA
S3119,The Office ,Movie,UK,2020,TV-14
S3120,Money Heist ,Movie,UK,2022,TV-PG
S3121,Money Heist  ,Movie,CANADA,2018,R
S3122,Narcos,Tv Show,UK,0,Not Rated
S3123,The Crown,Tv Show,USA,2019,TV-MA
S3124,Narcos,Tv Show,CANADA,2022,TV-14
S3125,Friends ,Movie,INDIA,2019,TV-PG
S3126,Stranger Things ,Tv Show,SPAIN,2022,TV-PG
S3127,Dark ,Tv Show,GERMANY,2018,TV-MA
S3128,Friends,Movie,USA,0,R
S3129,Breaking Bad ,Tv Show,INDIA,2021,PG
S3130,Stranger Things ,Tv Show,SPAIN,2020,Not Rated
S3131,Narcos  ,Tv Show,CANADA,2022,R
S3132,Lucifer  ,Tv Show,INDIA,2022,TV-14
S3133,Narcos  ,Movie,INDIA,2019,Not Rated
S3134,Squid Game,Tv Show,GERMANY,2020,TV-PG
S3135,The Office ,Movie,GERMANY,2019,R
S3136,The Crown ,Movie,GERMANY,2021,TV-PG
S3137,Breaking Bad ,Tv Show,USA,2019,TV-14
S3138,Squid Game ,Movie,USA,2020,TV-PG
S3139,Narcos  ,Movie,USA,2021,TV-MA
S3140,Squid Game  ,Movie,USA,0,R
S3141,Friends,Tv Show,UNKNOWN,2022,R
S3142,Ozark  ,Tv Show,INDIA,2018,TV-PG
S3143,The Witcher  ,Movie,GERMANY,2022,PG
S3144,The Office,Tv Show,CANADA,2022,Not Rated
S3145,Breaking Bad,Tv Show,USA,2021,R
S3146,Breaking Bad ,Movie,USA,2021,TV-MA
S3147,Narcos ,Tv Show,UNKNOWN,2018,PG
S3148,The Crown ,Movie,SPAIN,2021,TV-14
S3149,Friends,Tv Show,UK,2018,TV-MA
S3150,The Office  ,Movie,CANADA,2018,R
S3151,Breaking Bad,Movie,SPAIN,2019,TV-14
S3152,Squid Game  ,Tv Show,USA,2022,TV-MA
S3153,The Crown ,Movie,CANADA,2022,TV-14
S3154,Lucifer,Tv Show,INDIA,0,TV-MA
S3155,Squid Game,Tv Show,SPAIN,2020,R
S3156,Lucifer  ,Movie,UNKNOWN,2019,TV-14
S3157,The Witcher,Movie,SPAIN,2018,TV-MA
S3158,Lucifer,Tv Show,USA,2018,TV-MA
S3159,Breaking Bad  ,Movie,INDIA,2018,TV-MA
S3160,Friends ,Tv Show,CANADA,2021,Not Rated
S3161,The Witcher,Tv Show,UNKNOWN,0,TV-PG
S3162,Stranger Things,Tv Show,INDIA,2018,PG
S3163,The Crown  ,Movie,GERMANY,0,R
S3164,Friends ,Tv Show,USA,2021,R
S3165,Lucifer ,Movie,GERMANY,2018,Not Rated
S3166,Lucifer  ,Tv Show,INDIA,0,TV-PG
S3167,Dark ,Tv Show,UK,2020,TV-MA
S3168,Breaking Bad ,Tv Show,INDIA,2018,TV-MA
S3169,The Witcher ,Movie,GERMANY,2020,TV-MA
S3170,Stranger Things ,Movie,USA,2022,TV-14
S3171,Ozark ,Tv Show,USA,2018,TV-14
S3172,Dark ,Movie,INDIA,2022,TV-PG
S3173,Narcos,Tv Show,UNKNOWN,0,PG
S3174,Stranger Things,Movie,INDIA,2021,TV-MA
S3175,Ozark  ,Tv Show,USA,2021,TV-MA
S3176,Friends  ,Tv Show,GERMANY,2018,TV-14
S3177,Lucifer,Movie,UNKNOWN,0,TV-14
S3178,Lucifer,Tv Show,GERMANY,2018,Not Rated
S3179,Lucifer ,Movie,UK,2018,PG
S3180,Ozark  ,Movie,SPAIN,2019,R
S3181,Friends  ,Tv Show,SPAIN,2022,TV-14
S3182,The Witcher,Tv Show,INDIA,2022,TV-PG
S3183,The Witcher,Tv Show,INDIA,2018,R
S3184,The Witcher,Tv Show,INDIA,2021,PG
S3185,The Office,Movie,USA,0,TV-MA
S3186,The Crown ,Tv Show,USA,0,Not Rated
S3187,Squid Game,Movie,INDIA,2022,TV-14
S3188,Narcos ,Tv Show,UNKNOWN,0,TV-MA
S3189,Breaking Bad,Movie,UNKNOWN,2019,TV-14
S3190,Money Heist ,Tv Show,UK,0,TV-MA
S3191,The Office,Tv Show,GERMANY,2020,PG
S3192,Money Heist,Movie,USA,0,TV-MA
S3193,Narcos  ,Movie,INDIA,2018,PG
S3194,The Witcher,Movie,USA,2022,TV-PG
S3195,Breaking Bad,Movie,UK,2018,Not Rated
S3196,The Witcher ,Movie,CANADA,2020,Not Rated
S3197,Breaking Bad,Movie,SPAIN,2018,TV-MA
S3198,The Office ,Movie,GERMANY,2019,PG
S3199,Stranger Things  ,Movie,CANADA,2022,R
S3200,Narcos ,Movie,INDIA,2018,TV-PG
S3201,The Office  ,Tv Show,USA,2022,TV-MA
S3202,Squid Game  ,Tv Show,CANADA,2019,TV-PG
S3203,Lucifer,Movie,GERMANY,2018,TV-MA
S3204,Squid Game ,Tv Show,GERMANY,2021,TV-14
S3205,The Crown ,Movie,USA,2020,Not Rated
S3206,Ozark  ,Tv Show,UNKNOWN,0,TV-MA
S3207,Ozark,Movie,UK,2019,TV-MA
S3208,Ozark ,Movie,USA,2022,TV-PG
S3209,Breaking Bad  ,Movie,UK,2019,Not Rated
S3210,Dark ,Movie,UK,2020,TV-PG
S3211,The Office  ,Movie,CANADA,0,PG
S3212,Stranger Things,Movie,USA,2022,TV-MA
S3213,Squid Game  ,Movie,GERMANY,2019,Not Rated
S3214,Friends,Movie,INDIA,2020,Not Rated
S3215,The Crown  ,Tv Show,UK,2020,R
S3216,The Crown,Movie,INDIA,0,TV-MA
S3217,Money Heist  ,Movie,USA,2019,PG
S3218,Money Heist ,Tv Show,INDIA,2020,PG
S3219,The Witcher  ,Movie,SPAIN,2020,Not Rated
S3220,Money Heist ,Tv Show,USA,2021,TV-MA
S3221,Squid Game,Movie,GERMANY,2022,Not Rated
S3222,The Office,Movie,UNKNOWN,2021,TV-PG
S3223,The Office  ,Tv Show,SPAIN,0,Not Rated
S3224,The Crown ,Movie,USA,2022,R
S3225,Dark ,Movie,USA,2019,R
S3226,The Crown  ,Tv Show,SPAIN,0,TV-MA
S3227,The Witcher  ,Movie,UK,0,TV-14
S3228,Squid Game,Movie,UK,0,R
S3229,Stranger Things ,Tv Show,INDIA,2022,TV-MA
S3230,Narcos,Tv Show,INDIA,2019,TV-MA
S3231,Lucifer  ,Movie,UNKNOWN,2022,TV-PG
S3232,Lucifer  ,Movie,USA,0,TV-PG
S3233,Dark,Movie,SPAIN,0,TV-MA
S3234,Dark  ,Movie,GERMANY,2021,TV-MA
S3235,Breaking Bad,Tv Show,SPAIN,0,TV-14
S3236,The Witcher ,Movie,USA,2021,TV-MA
S3237,The Witcher,Tv Show,GERMANY,2019,TV-PG
S3238,Dark ,Tv Show,SPAIN,2019,TV-PG
S3239,Ozark  ,Tv Show,UNKNOWN,2018,PG
S3240,Ozark,Movie,GERMANY,2021,TV-MA
S3241,The Witcher,Movie,GERMANY,2019,TV-PG
S3242,Ozark  ,Tv Show,CANADA,2020,R
S3243,Money Heist,Tv Show,UNKNOWN,0,TV-14
S3244,The Witcher ,Movie,UNKNOWN,2022,TV-MA
S3245,Ozark  ,Movie,UK,2020,TV-PG
S3246,The Crown,Movie,USA,2022,Not Rated
S3247,Narcos,Tv Show,SPAIN,2022,TV-14
S3248,Squid Game ,Tv Show,USA,2018,TV-14
S3249,Narcos,Tv Show,USA,0,TV-MA
S3250,Money Heist  ,Tv Show,USA,2018,TV-14
S3251,The Office  ,Movie,USA,2020,Not Rated
S3252,Lucifer ,Movie,INDIA,2018,PG
S3253,Stranger Things  ,Tv Show,UNKNOWN,0,Not Rated
S3254,Narcos,Tv Show,UNKNOWN,2018,R
S3255,Money Heist  ,Movie,CANADA,2018,Not Rated
S3256,The Crown ,Movie,UK,0,TV-PG
S3257,Dark  ,Movie,SPAIN,0,R
S3258,Squid Game ,Tv Show,UNKNOWN,2022,R
S3259,Money Heist  ,Tv Show,SPAIN,2022,TV-14
S3260,Narcos ,Movie,USA,2021,TV-PG
S3261,Squid Game,Tv Show,USA,0,R
S3262,The Witcher  ,Movie,USA,2018,R
S3263,Stranger Things  ,Tv Show,UNKNOWN,2019,Not Rated
S3264,The Crown  ,Tv Show,USA,2020,TV-14
S3265,Money Heist ,Movie,USA,2020,Not Rated
S3266,Narcos  ,Movie,GERMANY,2020,TV-14
S3267,Breaking Bad ,Movie,INDIA,2022,TV-MA
S3268,Narcos,Movie,INDIA,0,TV-MA
S3269,Squid Game ,Tv Show,UK,2020,TV-MA
S3270,Breaking Bad ,Movie,INDIA,0,TV-14
S3271,Stranger Things,Tv Show,USA,2022,TV-MA
S3272,Narcos  ,Movie,USA,2018,R
S3273,Money Heist  ,Tv Show,USA,2018,TV-14
S3274,Friends ,Movie,UK,2019,R
S3275,Squid Game  ,Movie,GERMANY,2019,TV-MA
S3276,Friends ,Tv Show,UK,2021,Not Rated
S3277,Money Heist,Movie,CANADA,2021,TV-MA
S3278,The Office,Tv Show,INDIA,2018,TV-MA
S3279,The Crown ,Tv Show,INDIA,2019,TV-MA
S3280,Narcos  ,Tv Show,INDIA,2022,PG
S3281,The Crown ,Tv Show,USA,2018,PG
S3282,The Office  ,Tv Show,USA,2021,PG
S3283,Dark,Tv Show,GERMANY,2020,PG
S3284,Stranger Things  ,Tv Show,INDIA,2020,TV-MA
S3285,The Witcher  ,Tv Show,UK,2021,PG
S3286,Friends ,Tv Show,GERMANY,2021,PG
S3287,Friends ,Tv Show,GERMANY,2022,TV-MA
S3288,Dark  ,Movie,USA,2019,PG
S3289,Money Heist ,Tv Show,USA,2022,PG
S3290,Money Heist,Tv Show,USA,2018,PG
S3291,The Office,Tv Show,SPAIN,2018,R
S3292,Money Heist,Movie,USA,2018,R
S3293,Money Heist ,Tv Show,INDIA,2018,Not Rated
S3294,The Office ,Tv Show,UNKNOWN,2021,TV-MA
S3295,Money Heist,Tv Show,UK,0,Not Rated
S3296,Ozark ,Tv Show,UNKNOWN,2019,TV-MA
S3297,Breaking Bad ,Movie,USA,2022,Not Rated
S3298,Breaking Bad ,Movie,SPAIN,0,TV-MA
S3299,Dark ,Movie,INDIA,2020,TV-PG
S3300,Money Heist ,Tv Show,USA,2022,TV-MA
S3301,Breaking Bad  ,Tv Show,GERMANY,2019,PG
S3302,Breaking Bad ,Movie,USA,2022,R
S3303,Lucifer ,Movie,USA,0,R
S3304,The Witcher,Movie,CANADA,0,TV-MA
S3305,Stranger Things,Movie,INDIA,2020,Not Rated
S3306,Friends,Movie,USA,0,TV-PG
S3307,The Crown ,Tv Show,SPAIN,2019,R
S3308,The Witcher ,Tv Show,UK,0,Not Rated
S3309,Friends,Tv Show,INDIA,2018,TV-14
S3310,Lucifer ,Tv Show,UK,2018,TV-PG
S3311,The Witcher,Tv Show,INDIA,2018,TV-14
S3312,The Crown  ,Tv Show,CANADA,0,TV-14
S3313,Dark,Tv Show,UNKNOWN,2022,TV-14
S3314,Friends ,Movie,USA,2022,TV-MA
S3315,Money Heist,Movie,INDIA,2020,Not Rated
S3316,Friends ,Tv Show,UK,2021,PG
S3317,Squid Game ,Tv Show,INDIA,2020,TV-PG
S3318,The Witcher,Movie,SPAIN,2019,TV-PG
S3319,Ozark,Movie,UK,2021,TV-PG
S3320,Breaking Bad  ,Movie,SPAIN,2021,TV-MA
S3321,Dark ,Movie,SPAIN,2022,TV-14
S3322,Breaking Bad  ,Tv Show,USA,2019,TV-14
S3323,Breaking Bad ,Tv Show,INDIA,0,PG
S3324,Money Heist ,Movie,INDIA,0,TV-MA
S3325,Friends ,Movie,USA,2021,TV-MA
S3326,Squid Game  ,Tv Show,UNKNOWN,2019,TV-MA
S3327,Friends ,Movie,INDIA,0,R
S3328,Squid Game,Tv Show,INDIA,2020,TV-MA
S3329,Dark ,Tv Show,INDIA,2022,TV-MA
S3330,Friends  ,Movie,USA,0,TV-MA
S3331,Lucifer  ,Tv Show,INDIA,2018,TV-MA
S3332,Breaking Bad,Movie,GERMANY,2021,TV-MA
S3333,Ozark,Movie,INDIA,2021,Not Rated
S3334,The Crown ,Tv Show,GERMANY,2018,TV-PG
S3335,Narcos  ,Movie,INDIA,2022,TV-PG
S3336,Breaking Bad ,Movie,UNKNOWN,0,TV-MA
S3337,Dark ,Tv Show,UK,2022,TV-PG
S3338,Breaking Bad,Movie,UK,2019,R
S3339,Squid Game,Movie,CANADA,2019,TV-MA
S3340,Stranger Things,Tv Show,UNKNOWN,2018,R
S3341,Friends ,Tv Show,UK,0,R
S3342,Squid Game,Movie,USA,2019,TV-14
S3343,Squid Game ,Tv Show,USA,2021,Not Rated
S3344,Friends,Movie,UNKNOWN,2022,TV-PG
S3345,Squid Game  ,Movie,USA,2022,TV-PG
S3346,Lucifer  ,Movie,INDIA,2021,PG
S3347,Friends  ,Movie,UNKNOWN,2022,Not Rated
S3348,Money Heist  ,Tv Show,UK,2021,TV-MA
S3349,Money Heist,Tv Show,USA,2020,TV-MA
S3350,The Office  ,Movie,USA,2019,TV-MA
S3351,Stranger Things  ,Tv Show,UK,0,PG
S3352,The Witcher  ,Tv Show,INDIA,2021,TV-PG
S3353,Breaking Bad,Tv Show,SPAIN,2022,TV-14
S3354,Ozark  ,Movie,INDIA,2020,TV-PG
S3355,Ozark ,Movie,USA,2018,R
S3356,Ozark,Tv Show,INDIA,0,Not Rated
S3357,Dark ,Tv Show,GERMANY,2020,Not Rated
S3358,Money Heist ,Tv Show,INDIA,2020,TV-MA
S3359,The Witcher ,Tv Show,USA,2019,TV-MA
S3360,Ozark  ,Tv Show,UNKNOWN,2022,PG
S3361,Ozark,Movie,GERMANY,2022,Not Rated
S3362,Squid Game,Tv Show,SPAIN,0,R
S3363,The Witcher  ,Tv Show,USA,2018,Not Rated
S3364,Dark  ,Movie,USA,0,TV-PG
S3365,Narcos ,Movie,UNKNOWN,2022,TV-MA
S3366,Ozark ,Tv Show,UK,2018,R
S3367,The Witcher ,Tv Show,GERMANY,2018,R
S3368,Friends ,Movie,INDIA,2021,TV-PG
S3369,Lucifer,Tv Show,USA,2021,Not Rated
S3370,Breaking Bad ,Tv Show,UK,2020,TV-PG
S3371,Breaking Bad,Movie,USA,2021,TV-14
S3372,Dark  ,Movie,CANADA,2021,TV-MA
S3373,Squid Game,Movie,GERMANY,2021,R
S3374,The Office  ,Tv Show,USA,2018,R
S3375,Squid Game,Movie,SPAIN,2020,TV-14
S3376,Breaking Bad ,Movie,GERMANY,2019,TV-MA
S3377,Ozark,Movie,USA,2021,Not Rated
S3378,Stranger Things ,Movie,SPAIN,0,TV-MA
S3379,Dark  ,Movie,INDIA,2020,Not Rated
S3380,Stranger Things  ,Movie,UK,0,TV-14
S3381,Squid Game ,Tv Show,UNKNOWN,0,Not Rated
S3382,Narcos ,Tv Show,CANADA,2020,TV-PG
S3383,Squid Game ,Tv Show,SPAIN,2021,Not Rated
S3384,The Crown ,Tv Show,INDIA,2022,TV-PG
S3385,Narcos  ,Tv Show,USA,2022,TV-MA
S3386,Breaking Bad  ,Movie,USA,2022,PG
S3387,The Crown ,Movie,INDIA,2021,TV-PG
S3388,Narcos  ,Movie,SPAIN,2019,PG
S3389,The Office  ,Movie,USA,2018,TV-14
S3390,The Office  ,Tv Show,INDIA,2020,Not Rated
S3391,The Witcher ,Tv Show,INDIA,2022,TV-PG
S3392,Lucifer ,Movie,INDIA,2020,R
S3393,Stranger Things,Tv Show,GERMANY,2019,R
S3394,Ozark  ,Movie,UNKNOWN,2022,Not Rated
S3395,Breaking Bad ,Movie,UK,2022,TV-PG
S3396,Lucifer,Movie,GERMANY,2018,TV-MA
S3397,The Crown ,Tv Show,GERMANY,2021,R
S3398,Money Heist  ,Tv Show,USA,2018,R
S3399,The Crown ,Movie,USA,2021,TV-PG
S3400,Squid Game ,Movie,GERMANY,2019,R
S3401,Stranger Things  ,Tv Show,GERMANY,2022,TV-PG
S3402,The Office  ,Movie,INDIA,2020,PG
S3403,The Crown ,Movie,UK,2022,R
S3404,Stranger Things ,Tv Show,USA,2019,Not Rated
S3405,Breaking Bad,Movie,UK,2019,TV-14
S3406,Narcos ,Tv Show,CANADA,2019,Not Rated
S3407,Ozark ,Tv Show,UNKNOWN,2020,TV-MA
S3408,The Witcher ,Tv Show,INDIA,0,TV-MA
S3409,The Office  ,Movie,UK,2022,TV-PG
S3410,The Crown,Tv Show,UNKNOWN,2019,Not Rated
S3411,Lucifer,Tv Show,UNKNOWN,2022,PG
S3412,Stranger Things,Tv Show,UK,2019,Not Rated
S3413,The Witcher  ,Movie,INDIA,2018,TV-MA
S3414,Narcos ,Tv Show,UK,2020,TV-MA
S3415,Money Heist ,Movie,USA,2018,R
S3416,Money Heist  ,Tv Show,INDIA,0,R
S3417,Breaking Bad,Movie,SPAIN,0,TV-MA
S3418,Lucifer  ,Movie,INDIA,0,TV-MA
S3419,Ozark,Movie,USA,0,R
S3420,The Crown  ,Movie,CANADA,2022,TV-14
S3421,Lucifer ,Tv Show,USA,2018,Not Rated
S3422,Money Heist ,Movie,INDIA,2019,TV-14
S3423,The Crown ,Movie,UK,0,TV-PG
S3424,The Office ,Tv Show,SPAIN,2021,R
S3425,Dark,Movie,SPAIN,2020,TV-14
S3426,Breaking Bad ,Movie,USA,2019,PG
S3427,Dark,Movie,USA,0,R
S3428,Money Heist ,Tv Show,SPAIN,2021,TV-MA
S3429,The Witcher,Tv Show,USA,2022,Not Rated
S3430,Friends ,Movie,SPAIN,0,TV-MA
S3431,Dark  ,Tv Show,GERMANY,0,PG
S3432,Squid Game,Tv Show,CANADA,2018,TV-14
S3433,Breaking Bad,Tv Show,INDIA,2021,TV-PG
S3434,Dark,Movie,USA,2020,TV-14
S3435,Dark  ,Tv Show,SPAIN,2020,PG
S3436,Stranger Things  ,Tv Show,USA,2021,Not Rated
S3437,Ozark  ,Movie,INDIA,2018,PG
S3438,Ozark,Tv Show,SPAIN,2020,TV-PG
S3439,The Office ,Movie,CANADA,2022,TV-MA
S3440,The Witcher ,Tv Show,INDIA,0,PG
S3441,Dark,Movie,UK,2022,Not Rated
S3442,The Office  ,Movie,INDIA,2020,TV-14
S3443,The Office  ,Movie,USA,2018,TV-PG
S3444,Dark ,Movie,GERMANY,2018,Not Rated
S3445,Lucifer  ,Tv Show,USA,2019,Not Rated
S3446,Dark  ,Tv Show,USA,2022,TV-MA
S3447,Money Heist,Movie,USA,2022,TV-MA
S3448,Narcos  ,Tv Show,SPAIN,2020,PG
S3449,Lucifer ,Tv Show,USA,2018,TV-MA
S3450,The Office  ,Tv Show,INDIA,0,R
S3451,Friends  ,Tv Show,INDIA,2018,TV-MA
S3452,The Witcher  ,Tv Show,UNKNOWN,2018,TV-PG
S3453,Stranger Things  ,Tv Show,GERMANY,0,Not Rated
S3454,Money Heist,Movie,INDIA,2020,Not Rated
S3455,The Office ,Tv Show,SPAIN,2022,PG
S3456,The Crown  ,Movie,INDIA,0,TV-MA
S3457,Narcos,Movie,CANADA,2018,TV-14
S3458,Money Heist,Tv Show,INDIA,0,Not Rated
S3459,Friends,Tv Show,USA,2018,TV-MA
S3460,Lucifer  ,Movie,INDIA,0,TV-MA
S3461,Money Heist  ,Tv Show,UNKNOWN,2021,TV-MA
S3462,Breaking Bad ,Movie,SPAIN,2022,TV-PG
S3463,Squid Game,Movie,USA,2021,Not Rated
S3464,Stranger Things,Tv Show,SPAIN,2019,PG
S3465,Lucifer,Movie,CANADA,2018,TV-14
S3466,Stranger Things,Movie,INDIA,2022,TV-MA
S3467,The Office ,Tv Show,UK,0,TV-14
S3468,Narcos,Tv Show,SPAIN,2020,R
S3469,Ozark ,Tv Show,INDIA,2018,TV-PG
S3470,Stranger Things,Tv Show,CANADA,2018,R
S3471,Squid Game ,Movie,USA,0,Not Rated
S3472,Stranger Things,Movie,UK,2021,Not Rated
S3473,Squid Game ,Tv Show,GERMANY,2018,TV-MA
S3474,Narcos ,Tv Show,USA,0,Not Rated
S3475,Squid Game  ,Tv Show,GERMANY,0,TV-14
S3476,Money Heist ,Movie,UNKNOWN,2022,TV-14
S3477,Friends,Movie,USA,2022,TV-14
S3478,Lucifer ,Tv Show,USA,2022,R
S3479,Money Heist,Movie,SPAIN,0,TV-14
S3480,The Witcher,Tv Show,USA,2020,TV-MA
S3481,Narcos  ,Tv Show,SPAIN,0,R
S3482,Ozark,Movie,UK,2018,TV-PG
S3483,Narcos,Movie,GERMANY,2020,TV-MA
S3484,Breaking Bad,Tv Show,CANADA,2019,TV-MA
S3485,Money Heist ,Tv Show,USA,2019,R
S3486,The Crown ,Tv Show,USA,2018,TV-14
S3487,Narcos,Movie,USA,2021,TV-MA
S3488,Ozark  ,Tv Show,INDIA,0,PG
S3489,Friends ,Tv Show,GERMANY,2021,Not Rated
S3490,The Witcher,Tv Show,UK,2022,TV-14
S3491,The Witcher ,Movie,GERMANY,0,TV-14
S3492,Squid Game ,Movie,SPAIN,2018,TV-PG
S3493,Friends  ,Movie,GERMANY,2019,Not Rated
S3494,Ozark ,Movie,INDIA,0,Not Rated
S3495,Lucifer  ,Movie,CANADA,0,TV-14
S3496,The Crown ,Tv Show,INDIA,2022,TV-PG
S3497,The Office  ,Tv Show,USA,0,R
S3498,The Crown ,Tv Show,INDIA,2019,PG
S3499,Stranger Things ,Movie,CANADA,2020,PG
S3500,Dark,Tv Show,USA,2020,PG
S3501,Lucifer,Tv Show,USA,2020,TV-PG
S3502,The Witcher,Movie,INDIA,2018,R
S3503,Friends ,Movie,SPAIN,2021,TV-MA
S3504,The Office  ,Tv Show,SPAIN,0,PG
S3505,Narcos,Movie,GERMANY,2020,TV-MA
S3506,Dark,Tv Show,SPAIN,2021,TV-MA
S3507,Narcos ,Tv Show,SPAIN,2021,R
S3508,Lucifer ,Movie,UK,2021,TV-MA
S3509,Stranger Things  ,Tv Show,UNKNOWN,2019,Not Rated
S3510,Squid Game ,Tv Show,SPAIN,2021,TV-MA
S3511,The Crown,Movie,CANADA,2019,TV-14
S3512,Squid Game  ,Movie,USA,0,PG
S3513,Lucifer ,Movie,USA,2021,TV-PG
S3514,Squid Game ,Movie,USA,0,TV-14
S3515,Friends  ,Tv Show,INDIA,2019,TV-PG
S3516,Money Heist,Movie,USA,2021,TV-MA
S3517,Dark  ,Tv Show,GERMANY,2019,TV-MA
S3518,Stranger Things,Movie,SPAIN,0,TV-MA
S3519,The Office ,Movie,USA,2020,R
S3520,Squid Game ,Movie,UK,2018,TV-MA
S3521,Breaking Bad  ,Tv Show,UNKNOWN,0,R
S3522,The Crown ,Tv Show,GERMANY,0,R
S3523,Breaking Bad ,Movie,GERMANY,2020,PG
S3524,Money Heist  ,Tv Show,INDIA,2018,TV-MA
S3525,Narcos  ,Movie,GERMANY,2018,Not Rated
S3526,Stranger Things  ,Tv Show,GERMANY,0,TV-MA
S3527,Narcos  ,Tv Show,CANADA,2022,TV-14
S3528,Friends  ,Tv Show,USA,2022,PG
S3529,Squid Game ,Tv Show,GERMANY,0,R
S3530,The Office  ,Movie,INDIA,2021,Not Rated
S3531,Dark  ,Tv Show,INDIA,2021,TV-14
S3532,The Office ,Tv Show,SPAIN,2021,TV-MA
S3533,The Office  ,Tv Show,USA,2022,R
S3534,The Office,Movie,USA,2018,TV-MA
S3535,The Office,Tv Show,GERMANY,2020,R
S3536,The Office  ,Tv Show,USA,0,R
S3537,The Witcher  ,Movie,SPAIN,2019,TV-MA
S3538,Stranger Things,Movie,INDIA,2018,Not Rated
S3539,The Crown,Tv Show,USA,2022,TV-MA
S3540,The Office  ,Tv Show,INDIA,2022,TV-14
S3541,Squid Game,Movie,GERMANY,2021,PG
S3542,The Witcher ,Tv Show,CANADA,2022,TV-MA
S3543,Ozark  ,Tv Show,UK,2019,R
S3544,Friends,Movie,USA,2021,TV-MA
S3545,Narcos,Tv Show,USA,0,TV-MA
S3546,Money Heist,Movie,USA,0,TV-PG
S3547,The Office,Movie,INDIA,2019,TV-MA
S3548,Breaking Bad ,Tv Show,INDIA,2022,PG
S3549,The Office  ,Movie,CANADA,0,TV-PG
S3550,The Office,Tv Show,GERMANY,0,TV-MA
S3551,The Office,Tv Show,UNKNOWN,2018,Not Rated
S3552,Ozark ,Movie,INDIA,2018,Not Rated
S3553,Narcos  ,Tv Show,CANADA,2022,TV-MA
S3554,Breaking Bad  ,Tv Show,INDIA,2018,R
S3555,Squid Game,Tv Show,USA,2022,TV-MA
S3556,Lucifer,Movie,USA,2019,TV-PG
S3557,Stranger Things,Tv Show,SPAIN,2020,R
S3558,The Witcher,Tv Show,INDIA,2021,R
S3559,The Crown ,Movie,USA,0,TV-14
S3560,Dark,Tv Show,USA,2022,R
S3561,Breaking Bad  ,Tv Show,UNKNOWN,2018,TV-14
S3562,Dark  ,Tv Show,UK,2022,TV-MA
S3563,Money Heist,Movie,INDIA,2019,TV-14
S3564,The Crown,Movie,UNKNOWN,2019,Not Rated
S3565,Friends,Movie,GERMANY,2018,TV-14
S3566,Stranger Things ,Tv Show,USA,2022,TV-MA
S3567,The Witcher,Tv Show,CANADA,2021,Not Rated
S3568,Money Heist ,Movie,GERMANY,2021,R
S3569,Squid Game  ,Movie,SPAIN,2022,Not Rated
S3570,Lucifer,Tv Show,USA,2018,R
S3571,Squid Game ,Tv Show,USA,2021,TV-14
S3572,The Office ,Tv Show,GERMANY,2020,TV-PG
S3573,The Witcher ,Movie,USA,2018,TV-MA
S3574,Dark ,Tv Show,GERMANY,2019,Not Rated
S3575,Lucifer ,Tv Show,INDIA,2021,TV-PG
S3576,Breaking Bad  ,Movie,UNKNOWN,2020,TV-MA
S3577,Breaking Bad  ,Tv Show,GERMANY,2022,TV-14
S3578,Squid Game,Movie,INDIA,2021,Not Rated
S3579,The Office  ,Movie,CANADA,2018,TV-14
S3580,Lucifer,Movie,CANADA,2018,TV-MA
S3581,Squid Game  ,Tv Show,USA,2022,TV-MA
S3582,Friends ,Tv Show,SPAIN,2022,R
S3583,Lucifer ,Tv Show,SPAIN,0,PG
S3584,Lucifer,Movie,INDIA,2018,TV-MA
S3585,Stranger Things  ,Movie,UNKNOWN,0,TV-MA
S3586,Squid Game ,Tv Show,UK,2019,TV-MA
S3587,Breaking Bad  ,Tv Show,USA,2022,TV-MA
S3588,Narcos,Movie,USA,2020,TV-14
S3589,Breaking Bad  ,Movie,CANADA,2022,TV-MA
S3590,Money Heist,Movie,INDIA,0,TV-MA
S3591,The Office  ,Tv Show,USA,2018,TV-MA
S3592,Ozark  ,Tv Show,INDIA,2018,TV-MA
S3593,The Crown ,Tv Show,USA,2022,Not Rated
S3594,Stranger Things  ,Movie,UNKNOWN,2021,Not Rated
S3595,Squid Game  ,Tv Show,UNKNOWN,2018,TV-PG
S3596,Dark,Tv Show,CANADA,2021,R
S3597,Breaking Bad ,Tv Show,USA,2019,TV-MA
S3598,Lucifer  ,Tv Show,USA,2019,TV-14
S3599,Breaking Bad,Movie,UK,2020,R
S3600,Dark,Tv Show,USA,2022,Not Rated
S3601,The Crown ,Tv Show,SPAIN,0,TV-MA
S3602,Stranger Things,Movie,UK,0,R
S3603,Stranger Things ,Movie,UNKNOWN,0,PG
S3604,Stranger Things  ,Tv Show,INDIA,2021,TV-PG
